7	0.036000000000000004	
9	-0.062	
15	-0.014	
18	-0.127	
22	-0.09599999999999999	
24	0.34500000000000003	
26	-0.078	
27	-0.089	
31	-0.035	
33	-0.13	
43	0.173	
47	-0.27799999999999997	
50	-0.209	
55	-0.125	
57	-0.029	
61	0.125	
62	-0.008	
74	0.008	
75	-0.35400000000000004	
76	-0.07600000000000001	
77	-0.24300000000000002	
80	-0.054000000000000006	
81	0.053	
84	0.06999999999999999	
86	-0.088	
88	1.111	
91	0.139	
93	0.28500000000000003	
96	-0.031	
97	-0.10600000000000001	
101	-0.046	
103	-0.243	
105	-0.022000000000000002	
109	0.081	
115	-0.198	
117	0.063	
121	-0.025	
123	-0.22999999999999998	
126	-0.177	
128	-0.156	
131	0.101	
132	0.207	
135	0.179	
136	-0.07400000000000001	
138	0.138	
145	-0.1	
146	0.316	
151	-0.187	
155	0.321	
156	0.065	
157	-0.062	
158	0.23600000000000002	
159	-0.0020000000000000018	
160	-0.21	
163	0.206	
168	0.024999999999999994	
170	-0.039	
174	-0.16499999999999998	
176	0.053000000000000005	
177	0.308	
179	-0.175	
182	0.11499999999999999	
183	0.081	
185	0.1	
186	0.008	
189	-0.098	
191	-0.153	
192	-0.147	
194	-0.206	
197	-0.088	
198	0.097	
