filament_pair_sin_theta	cluster_id
0.52947847090342	0.0
0.8280297345618989	0.0
0.8260583922792337	0.0
0.07312464834222947	0.0
0.9018452221128316	0.0
0.87447426438453	0.0
0.9803535217272409	0.0
0.943353755768887	0.0
0.9691973292098824	0.0
0.9325831400982181	0.0
0.40556677263396174	0.0
0.40235876351214356	0.0
0.466027607537351	0.0
0.9938224536310355	0.0
0.9986720943108337	0.0
0.7272179719764513	0.0
0.6245941084011272	0.0
0.952595608219618	0.0
0.9822501066846424	0.0
0.0035068772694345045	0.0
0.7848131069178425	0.0
0.8634082620093723	0.0
0.8919578603505274	0.0
0.386341091655756	0.0
0.25419268772034165	0.0
0.74734531715831	0.0
0.8217662939658359	0.0
0.7826349551516877	0.0
0.8651721929830105	0.0
0.8935378998363269	0.0
0.38957330523474504	0.0
0.2575828136213064	0.0
0.7496708165692334	0.0
0.823759546025789	0.0
0.931024991111555	0.0
0.9076038430228124	0.0
0.9633052008139664	0.0
0.916566291293707	0.0
0.9846121420898695	0.0
0.9564811622670356	0.0
0.05963509260335958	0.0
0.6014584282980915	0.0
0.7068067019615814	0.0
0.19663928867935768	0.0
0.07740541141182511	0.0
0.6480306990227276	0.0
0.7477350246010933	0.0
0.2547600898268056	0.0
0.13672381812364015	0.0
0.1391950293649086	0.0
0.43261955999110757	0.0
0.5378143722779104	0.0
0.5539029803042164	0.0
0.649928960772699	0.0
0.1201551714635419	0.0
0.3187749517799625	1.0
0.8179286599369976	1.0
0.5168589966917302	1.0
0.27454318500672487	1.0
0.14311600165396135	1.0
0.29963740479656414	1.0
0.985608574798658	1.0
0.0823014615773693	1.0
0.7877741596908846	1.0
0.7312737601768277	1.0
0.07871208484117845	1.0
0.4578245031179468	1.0
0.55014265184173	1.0
0.5075282045899416	1.0
0.9662873672054633	1.0
0.6377435958210776	1.0
0.17599617241946408	1.0
0.9827261866267362	1.0
0.41867546940538	1.0
0.5520074576403337	1.0
0.12549140664263192	1.0
0.5992264958764959	1.0
0.27043461347990644	1.0
0.9999975164662377	1.0
0.11772040465851544	1.0
0.5066665505514177	1.0
0.06294545114331308	1.0
0.8713921292117305	1.0
0.19897336845002853	1.0
0.23909074517879234	1.0
0.061555823611955905	1.0
0.34283744107681036	1.0
0.7277878679313557	1.0
0.9922725338673832	1.0
0.05420879364422875	1.0
0.9961091598261343	1.0
0.3003223360701742	1.0
0.9973378784325553	1.0
0.4548739948366845	1.0
0.2794300553864554	1.0
0.28677464899729943	1.0
0.25406928415713464	1.0
0.12549140664263192	1.0
0.38847892022777086	1.0
0.07152737156381532	1.0
0.9085366269848455	1.0
0.07013641891938262	1.0
0.09285401540753996	1.0
0.5992264958764959	1.0
0.9999876131527261	1.0
0.3653260067091968	1.0
0.12327420951153122	1.0
0.9406751843350051	1.0
0.9845073407745404	1.0
0.10592915465615547	1.0
0.37795315251878686	1.0
0.5715226566888991	1.0
0.4506455360459607	1.0
0.3699757802533503	1.0
0.15298933094395867	1.0
0.16134142756252945	1.0
0.3553340752435389	1.0
0.9470173339012016	1.0
0.19688651881907776	1.0
0.601750470021197	1.0
0.5466038989473504	1.0
0.6395308575709336	1.0
0.3586193409664658	1.0
0.5918601802962565	1.0
0.7627885333560999	1.0
0.046305565169816175	1.0
0.45114315909127956	1.0
0.5881337001894533	1.0
0.8803029383241028	1.0
0.39570133139801245	1.0
0.9430302754186072	1.0
0.910554843560366	1.0
0.39239162714224696	1.0
0.7173445054354414	1.0
0.7876415679764954	1.0
0.20638297651047752	1.0
0.9979502749644347	1.0
0.8500087904518415	1.0
0.48061367436900976	1.0
0.872463538922424	1.0
0.6863243360210234	1.0
0.7890165099288535	1.0
0.19731036793465676	1.0
0.8231698147850498	1.0
0.5632230261711997	1.0
0.9471176285328813	1.0
0.428137421403712	1.0
0.20540466864499196	1.0
0.3778044253572922	1.0
0.6695450824854905	1.0
0.12380799985211971	1.0
0.08291210975578615	1.0
0.3765149233754317	1.0
0.025496245406551706	1.0
0.9084360909777542	1.0
0.9009533161584651	1.0
0.26692548784892217	1.0
0.97223557059688	1.0
0.019404939735601694	1.0
0.922062495815206	1.0
0.14725653053224216	1.0
0.0412245759361749	1.0
0.5771995281239705	1.0
0.5491292768133927	1.0
0.19731036793465676	1.0
0.6619497487086816	1.0
0.38575427307456944	1.0
0.994324501909609	1.0
0.38446737184258045	1.0
0.4054076207029164	1.0
0.8231698147850499	1.0
0.9494053319729076	1.0
0.6430082203528471	1.0
0.19950049509045303	1.0
0.7834375452158999	1.0
0.877250946298061	1.0
0.21657854514038888	1.0
0.6533652311618998	1.0
0.28012421350410077	1.0
0.7117069013330278	1.0
0.6468294314087087	1.0
0.4600302260083409	1.0
0.46752288448506146	1.0
0.03882495199658421	1.0
0.7952269282972485	1.0
0.4991503758880384	1.0
0.8249579101611947	1.0
0.25114844127405406	1.0
0.3611036477639102	1.0
0.637481606541354	1.0
0.997563773934956	1.0
0.6285494726777237	1.0
0.8918462866220471	1.0
0.9527347087263878	1.0
0.42877438499155074	1.0
0.8625034693052619	1.0
0.9570367168508409	1.0
0.978612283388017	1.0
0.8606755565372738	1.0
0.9905688490308651	1.0
0.9995361345640452	1.0
0.4127651263949947	1.0
0.76651290933881	1.0
0.9969149380433625	1.0
0.906415546990189	1.0
0.41401130954308524	1.0
0.9836626243218135	1.0
0.9996016984745337	1.0
0.7392650209238399	1.0
0.9995637356096507	1.0
0.943037632884055	1.0
0.5734953179234764	1.0
0.8799682844137278	1.0
0.4136755094888001	1.0
0.8525204372890466	1.0
0.1000637258437667	1.0
0.6871008023387584	1.0
0.6566528555803008	1.0
0.8517918498468355	1.0
0.5711167669625574	1.0
0.9796480371397505	1.0
0.4693873747545808	1.0
0.7855386113651205	1.0
0.6451635842890819	1.0
0.6073899070377154	1.0
0.5141456821489795	1.0
0.466713168899183	1.0
0.6245857273334304	1.0
0.9485611695848933	1.0
0.9372602192201137	1.0
0.7392650209238399	1.0
0.97718614778315	1.0
0.8569847507954305	1.0
0.8644338396030988	1.0
0.8562652967857804	1.0
0.8678157304542481	1.0
0.9995637356096507	1.0
0.5793836086297367	1.0
0.9715723712747789	1.0
0.740767952923957	1.0
0.2636588503354442	1.0
0.42298806091044966	1.0
0.752383606152214	1.0
0.9747024515114432	1.0
0.3423728227533627	1.0
0.9894325827679314	1.0
0.9727439257773918	1.0
0.8963176425820462	1.0
0.9000355843152131	1.0
0.5601194444022828	1.0
0.2821333524461415	1.0
0.9151914411781231	1.0
0.9994655304736404	1.0
0.3704543707266449	1.0
0.2608606024053451	1.0
0.9698439812928564	1.0
0.7320269051446067	1.0
0.38902101585585624	1.0
0.2366002009755701	1.0
0.9311221728354879	1.0
0.4446496852241183	1.0
0.3560236249741326	1.0
0.27348063467625483	1.0
0.44787228784563404	1.0
0.06757958858930187	1.0
0.03934711898761292	1.0
0.8798238226576607	1.0
0.6941365515994642	1.0
0.14784352170193824	1.0
0.35812612834575325	1.0
0.936935714498176	1.0
0.11096248392017274	1.0
0.04158004650631987	1.0
0.6202025715175362	1.0
0.09919341273355531	1.0
0.2660888679045742	1.0
0.8572203373779781	1.0
0.41248819119299585	1.0
0.8793482125206384	1.0
0.4619483025707355	1.0
0.9995375197047119	1.0
0.6768595878631987	1.0
0.7065471971944167	1.0
0.4631827196533128	1.0
0.7790276608988845	1.0
0.26857465856193974	1.0
0.9135858451749187	1.0
0.5625055702736096	1.0
0.8071899692333758	1.0
0.750096739447399	1.0
0.8914803358580453	1.0
