69.0	0.1995666961308396
11.0	0.22178498261243187
6.0	0.37053778484791533
6.0	0.24879397992002228
5.0	0.36964361214553676
5.0	0.3384752871333444
5.0	0.28624814409878707
5.0	0.2460788491520554
5.0	0.18848299658059342
5.0	0.20111966587084415
5.0	0.23421016203401596
4.0	0.33845346799818726
4.0	0.14864471063579762
4.0	0.290068418653255
4.0	0.20060720326050102
4.0	0.21880585001320232
4.0	0.30164496929337314
3.0	0.21103290949254544
3.0	0.1539227800626737
3.0	0.158622542884393
3.0	0.3559150959927881
3.0	0.20604098837097656
3.0	0.3072118342627951
3.0	0.2586005070030263
3.0	0.07730171767532441
2.0	0.214956972438672
2.0	0.2411249675997905
2.0	0.06500000000000003
2.0	0.16129553620605858
2.0	0.14622072356543728
2.0	0.16985655712983233
2.0	0.140471527364089
2.0	0.21473530217456085
2.0	0.15219231255224422
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
