filament_pair_angle	cluster_id
2.583606982568318	0.0
2.1660081802105657	0.0
2.169515064668094	0.0
3.068402679074689	0.0
2.0175712320243124	0.0
1.0643509251207803	0.0
1.3722458388418115	0.0
1.232597354739976	0.0
1.819642129659347	0.0
1.2015043391476723	0.0
0.41759880235775204	0.0
0.4140919179002237	0.0
0.4847956965063699	0.0
1.6820070925869561	0.0
1.5192560574475378	0.0
2.327332485769457	0.0
2.4669809698712926	0.0
1.8799361949519215	0.0
1.3821026434206458	0.0
0.003506884457513717	0.0
0.902394498864122	0.0
2.099605894944708	0.0
1.1016572550897854	0.0
2.744931288127209	0.0
2.8845797722290447	0.0
2.2975349973096737	0.0
0.9645038410628938	0.0
0.8988876144065939	0.0
2.09609901048718	0.0
1.1051641395473137	0.0
2.7414244036696807	0.0
2.8810728877715173	0.0
2.294028112852146	0.0
0.9680107255204219	0.0
1.1972113960805861	0.0
2.0040517539539078	0.0
1.8425367892630868	0.0
1.9821852733649226	0.0
1.3951404984455515	0.0
1.8668983399270158	0.0
3.081922157145095	0.0
0.645325393182501	0.0
0.7849738772843364	0.0
0.19792910236496525	0.0
3.0641097360076013	0.0
2.4365967639625916	0.0
2.2969482798607563	0.0
2.8839930547801282	0.0
0.137153414026892	0.0
0.13964848410183753	0.0
0.44739629081753574	0.0
2.573750177989483	0.0
0.5870447749193709	0.0
2.434101693887648	0.0
3.021146468807019	0.0
2.817155923828818	1.0
2.1837912334583693	1.0
0.5431777754166978	1.0
0.27811460049672365	1.0
2.997983538401591	1.0
2.8372800799217246	1.0
1.7406555458204103	1.0
3.059197995750445	1.0
0.9071870132711986	1.0
2.321405114259617	1.0
0.07879359028259737	1.0
0.4755466414844193	1.0
0.582535054324744	1.0
0.5323136321743136	1.0
1.8311951670318571	1.0
0.6915652513338159	1.0
0.17691764519178116	1.0
1.7569348478043436	1.0
2.7096063405377775	1.0
0.5847698125463858	1.0
0.12582313798315656	1.0
2.4990580747838207	1.0
0.27384443754711635	1.0
1.5685676344472426	1.0
3.023598642492169	1.0
0.5313139044334112	1.0
0.06298709177112613	1.0
2.083559765207837	1.0
0.20031023118941477	1.0
0.24142932951402102	1.0
3.0799978898164313	1.0
2.791656915271922	1.0
2.32650186017816	1.0
1.6951943893261203	1.0
0.05423537841378576	1.0
1.659038787109888	1.0
0.3050305719918408	1.0
1.643779935299809	1.0
2.669361935048288	1.0
2.858392185329047	1.0
2.850734281979451	1.0
2.8847073646766086	1.0
0.12582313798315656	1.0
0.3989802849241054	1.0
3.070004150207832	1.0
2.0018245644426234	1.0
0.07019404812370805	1.0
3.04860468864572	1.0
0.6425345788059726	1.0
1.5658190036495987	1.0
0.3739829926169967	1.0
0.12358858753292808	1.0
1.2246147320524974	1.0
1.7470508533856282	1.0
3.035464386957781	1.0
2.754008194431281	1.0
0.6083602304780009	1.0
0.4674883324056525	1.0
0.3789829509509551	1.0
2.988000143125573	1.0
